ID,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,Family,Class,thermal guild,a,b,CF,SGFGu,Range,Frequency,Abundance,MaxLength,Trophic Level,Trophic group,Trophic group2,Water column,Diel Activity,Habitat,Min depth ,Max depth ,Mean depth,IUCN,Introduced,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf
,Chilomycterus affinis,Chilomycterus affinis,Diodontidae,Actinopterygii,tropical,,,,,6367,1,1,55,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,27,,NA,No,25.2145,24.39655,29.652,1,,
,Choerodon cephalotes,Choerodon cephalotes,Labridae,Actinopterygii,tropical,,,,,1928,1,2,38,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,,,,LC,No,25.6664,24.3152,30.4704,3,0.7905583,2
,Choerodon jordani,Choerodon jordani,Labridae,Actinopterygii,tropical,,,,,3495,1,4,17,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,15,30,,LC,No,24.81585,24.633975,31.207,1,,
,Chromodoris ambiguus,Chromodoris ambiguus,Chromodorididae,Gastropoda,temperate,,,,,303,1,2,2,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,14.995,15.273525,19.70405,1,,
,Chromodoris coi,Chromodoris coi,Chromodorididae,Gastropoda,tropical,,,,,1525,1,1,1,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.6225,26.5169,30.31835,1,,
,Chromodoris geometrica,Chromodoris geometrica,Chromodorididae,Gastropoda,tropical,,,,,1710,1,1,1,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.176775,23.57195,30.43615,1,,
,Chromodoris magnifica,Chromodoris magnifica,Chromodorididae,Gastropoda,tropical,,,,,1312,1,1,9,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.5435,25.242275,30.04295,1,,
,Chromodoris willani,Chromodoris willani,Chromodorididae,Gastropoda,tropical,,,,,1382,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,28.09545,27.3265,30.3072,1,,
,Chrysiptera starcki,Chrysiptera starcki,Pomacentridae,Actinopterygii,tropical,,,,,3452,1,3,7,2.8,Omnivore,Herbivore,Demersal,Day,coral,20,60,,NA,No,24.7325,23.2644,29.3856,1,,
,Ciliopagurus strigatus,Ciliopagurus strigatus,Diogenidae,Malacostraca,tropical,,,,,2668,1,1,4,,omnivore,Herbivore,benthic,,coral,,,,NA,No,26.143,25.307375,29.5827,1,,
,Cirrhitus pinnulatus,Cirrhitus pinnulatus,Cirrhitidae,Actinopterygii,tropical,,,,,5036,1,1,30,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,coral,0,23,,NA,No,27.3546,26.63445,30.5211,3,,
,Cirripectes polyzona,Cirripectes polyzona,Blenniidae,Actinopterygii,tropical,,,,,2396,1,2,13,2.8,Browsing herbivore,Herbivore,benthic,Day,coral,0,20,,NA,No,27.5516,26.8805,30.7992,1,,
,Cladolabes perspicillum,Cladolabes perspicillum,Sclerodactylidae,Holothuroidea,tropical,,,,,962,1,1,20,,omnivore,Herbivore,benthic,,coral,,,,NA,No,20.279275,20.064,24.857,1,,
,Comanthus briareus,Comanthus briareus,Comasteridae,Crinoidea,tropical,,,,,1771,1,1,,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,26.2573,26.25875,29.7815,1,,
,Comanthus suavia,Comanthus suavia,Comasteridae,Crinoidea,tropical,,,,,1067,1,1,36,,Planktivore,Planktivore,benthic,Night,coral,,,,,,29.741,29.7085,30.024,1,,
,Conus boeticus,Conus boeticus,Conidae,Gastropoda,tropical,,,,,4483,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.7926,27.68005,30.5364,1,,
,Conus miliaris,Conus miliaris,Conidae,Gastropoda,tropical,,,,,2348,1,2,4,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.738025,25.414125,29.735,1,,
,Conus musicus,Conus musicus,Conidae,Gastropoda,tropical,,,,,1340,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,30.0865,30.1347,30.7752,1,,
,Conus vexillum,Conus vexillum,Conidae,Gastropoda,tropical,,,,,6649,1,1,11,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.2255,23.88175,27.95895,1,,
,Coris centralis,Coris centralis,Labridae,Actinopterygii,tropical,,,,,7108,1,3,9.2,3.2,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,46,,LC,No,27.2493,26.604,30.17,1,,
,Corythoichthys schultzi,Corythoichthys schultzi,Syngnathidae,Actinopterygii,tropical,,,,,6586,1,1,16,3.8,Planktivore,Planktivore,benthic,Day,coral,2,30,,NA,No,27.1941,26.5073,31.5466,1,,
,Cryptocentrus caeruleomaculatus,Cryptocentrus caeruleomaculatus,Gobiidae,Actinopterygii,tropical,,,,,4480,1,4,10,3,Benthic invertivore,Benthic invertivore,benthic,Day,sand,4,4,,NA,No,26.57225,25.305125,29.94175,1,,
,Cryptocentrus cinctus,Cryptocentrus cinctus,Gobiidae,Actinopterygii,tropical,,,,,985,1,1,12,,Browsing herbivore,Herbivore,benthic,Day,sand,,,,,,,,,,,
,Ctenochaetus hawaiiensis,Ctenochaetus hawaiiensis,Acanthuridae,Actinopterygii,tropical,,,,,3908,1,1,25,2,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,LC,No,27.1899,26.52655,29.6021,1,,
,Cyclichthys orbicularis,Cyclichthys orbicularis,Diodontidae,Actinopterygii,tropical,,,,,1984,1,1,30,3.6,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,9,170,,NA,No,26.574,25.939325,30.849,1,,
,Cypraea vitellus,Cypraea vitellus,Cypraeidae,Gastropoda,tropical,,,,,4181,1,1,1,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.954925,23.927725,32.49895,1,,
,Decapterus macarellus,Decapterus macarellus,Carangidae,Actinopterygii,tropical,,,,,6183,1,63,46,3.4,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,0,400,,NA,No,26.476075,25.842475,30.73495,1,,
,Dendrodoris nigra,Dendrodoris nigra,Dendrodorididae,Gastropoda,temperate,,,,,2252,1,2,5,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,10,,NA,No,18.2941,17.6051,23.731,1,,
,Diodon liturosus,Diodon liturosus,Diodontidae,Actinopterygii,tropical,,,,,2712,1,1,65,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,1,90,,NA,No,25.4945,24.947,32.083,3,,
,Dolabella auricularia,Dolabella auricularia,Aplysiidae,Gastropoda,tropical,,,,,6246,1,1,50,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,20.6556,23.2773,31.136,1,,
,Drupa rubusidaeus,Drupa rubusidaeus,Muricidae,Gastropoda,tropical,,,,,4503,1,1,4,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.6712,27.263775,30.3273,1,,
,Drupella rugosa,Drupella rugosa,Muricidae,Gastropoda,tropical,,,,,3567,1,1,3.3,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.50165,25.248625,30.46645,1,,
,Echidna nebulosa,Echidna nebulosa,Muraenidae,Actinopterygii,tropical,,,,,8680,1,1,100,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,48,,NA,No,25.562,25.04825,30.9655,3,1.8372982,2
,Elysia ornata,Elysia ornata,Plakobranchidae,Gastropoda,tropical,,,,,3674,1,1,5.5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.282,26.621125,30.9605,1,,
,Elysia sp.,Elysia spp.,Plakobranchidae,Gastropoda,tropical,,,,,2012,1,2,2,,Benthic invertivore,Benthic invertivore,benthic,,coral,5,10,,NA,No,23.05245,22.841975,30.96695,0,,
,Elysia tomentosa,Elysia tomentosa,Plakobranchidae,Gastropoda,tropical,,,,,1298,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Eretmochelys imbricata,Eretmochelys imbricata,Cheloniidae,Reptilia,tropical,,,,,7135,1,1,110,,Scraping herbivore,Herbivore,pelagic non-site attached,Day,coral,,,,CR,No,24.1145,23.278,30.697,2,,
,Eucidaris metularia,Eucidaris metularia,Cidaridae,Echinoidea,tropical,,,,,3539,1,2,2.5,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,28.036925,27.751525,30.4535,1,,
,Eucrossorhinus dasypogon,Eucrossorhinus dasypogon,Orectolobidae,Elasmobranchii,tropical,,,,,1847,1,1,125,4,Higher carnivore,Higher carnivore,benthic,Night,coral,4,40,,NT,No,27.4137,25.6875,30.437,1,,
,Eviota zebrina,Eviota zebrina,Gobiidae,Actinopterygii,tropical,,,,,1848,1,3,3,,Browsing herbivore,Herbivore,benthic,Day,Coral,,,,,,28.43275,27.30005,31.176,1,,
,Favonigobius lateralis,Favonigobius lateralis,Gobiidae,Actinopterygii,temperate,,,,,666,1,14,9,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,0,7,,NA,No,18.05,17.625,24.92,3,,
,Flabellina rubrolineata,Flabellina rubrolineata,Flabellinidae,Gastropoda,temperate,,,,,3385,1,3,4.2,,Benthic invertivore,Benthic invertivore,benthic,,rock,2,32,,NA,No,20.9585,21.45675,27.34,1,,
,Fromia milleporella,Fromia milleporella,Goniasteridae,Asteroidea,tropical,,,,,4463,1,1,6,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.3126,26.4866,32.0566,1,,
,Fusigobius inframaculatus,Fusigobius inframaculatus,Gobiidae,Actinopterygii,tropical,,,,,2535,1,3,4.6,3.2,Browsing herbivore,Herbivore,benthic,Day,sand,2,30,,NA,No,27.1493,25.4064,30.545,1,,
,Galeocerdo cuvier,Galeocerdo cuvier,Carcharhinidae,Elasmobranchii,tropical,,,,,8465,1,1,750,4.5,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,0,371,,NT,No,25.8393,25.24095,30.1539,3,,
,Glyptoparus delicatulus,Glyptoparus delicatulus,Blenniidae,Actinopterygii,tropical,,,,,4386,1,2,5,2,Browsing herbivore,Herbivore,benthic,Day,coral,,,,NA,No,27.3873,27.1385,30.248,1,0.8927213,2
,Goniobranchus decorus,Goniobranchus decorus,Chromodorididae,Gastropoda,temperate,,,,,1310,1,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,20.578,20.365,24.56,1,,
,Goniobranchus kuniei,Goniobranchus kuniei,Chromodorididae,Gastropoda,tropical,,,,,1429,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,21.713,22.0255,24.92,1,,
,Gonodactylus smithii,Gonodactylus smithii,Gonodactylidae,Malacostraca,tropical,,,,,759,1,1,9,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,24.9685,25.066275,29.63135,1,,
,Gymnapistes marmoratus,Gymnapistes marmoratus,Tetrarogidae,Actinopterygii,temperate,,,,,472,1,1,23,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,26,,NA,No,17.026825,16.701075,23.16515,3,,
,Gymnothorax melatremus,Gymnothorax melatremus,Muraenidae,Actinopterygii,tropical,,,,,9131,1,1,26,3.7,Benthic invertivore,Benthic invertivore,benthic,Night,rock,1,58,,NA,No,27.5731,26.95425,30.572,3,,
,Gymnothorax undulatus,Gymnothorax undulatus,Muraenidae,Actinopterygii,tropical,,,,,9525,1,4,150,3.6,Benthic invertivore,Benthic invertivore,benthic,Night,coral,9,110,,NA,No,26.9735,26.1897,31.0314,3,0.6924777,2
,Halgerda aurantiomaculata,Halgerda aurantiomaculata,Discodorididae,Gastropoda,tropical,,,,,1395,1,1,5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,21.713,22.0255,24.92,1,,
,Halgerda tessellata,Halgerda tessellata,Discodorididae,Gastropoda,tropical,,,,,4377,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,29.068,29.4285,32.821,1,,
,Halichoeres argus,Halichoeres argus,Labridae,Actinopterygii,tropical,,,,,4864,1,2,12,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,LC,No,28.5755,28.2495,31.222,1,,
,Halichoeres hartzfeldii,Halichoeres hartzfeldii,Labridae,Actinopterygii,tropical,,,,,3629,1,3,18,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,10,70,,LC,No,25.2156,23.5135,30.857,3,,
,Halichoeres melasmapomus,Halichoeres melasmapomus,Labridae,Actinopterygii,tropical,,,,,5183,1,2,24,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,10,55,,LC,No,27.5077,26.785375,30.31905,2,,
,Heraldia nocturna,Heraldia nocturna,Syngnathidae,Actinopterygii,temperate,,,,,433,1,2,9.2,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,rock,2,15,,NA,No,20.291,20.11965,24.7753,1,,
,Heteroconger hassi,Heteroconger hassi,Congridae,Actinopterygii,tropical,,,,,10,1,15,40,3.3,Planktivore,Planktivore,benthic,Night,sand,,,,,,28.5255,27.7685,31.4605,2,,
,Holothuria fuscogilva,Holothuria fuscogilva,Holothuriidae,Holothuroidea,tropical,,,,,6018,1,1,57,,omnivore,Herbivore,benthic,,coral,,,,NA,No,25.4795,25.60635,29.60785,1,,
,Holothuria hartmeyeri,Holothuria hartmeyeri,Holothuriidae,Holothuroidea,temperate,,,,,2549,1,2,25,,omnivore,Herbivore,benthic,,rock,0,40,,NA,No,21.951725,20.975275,27.6223,1,,
,Holothuria whitmaei,Holothuria whitmaei,Holothuriidae,Holothuroidea,tropical,,,,,1766,1,1,40,,omnivore,Herbivore,benthic,,sand,,,,NA,No,26.775,26.946,29.687,1,,
,Hoplodoris nodulosa,Hoplodoris nodulosa,Discodorididae,Gastropoda,temperate,,,,,303,1,1,5,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.4565,20.515375,23.1038,1,,
,Hoplolatilus starcki,Hoplolatilus starcki,Malacanthidae,Actinopterygii,tropical,,,,,1361,1,3,15,3.3,Planktivore,Planktivore,Demersal,Day,Sand,,,,,,27.99695,27.842,30.674,1,,
,Hypselodoris maculosa,Hypselodoris maculosa,Chromodorididae,Gastropoda,tropical,,,,,1695,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,25.613,25.968,28.865,1,,
,Iniistius celebicus,Iniistius celebicus,Labridae,Actinopterygii,tropical,,,,,10,1,1,16.1,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,6,9,,LC,No,23.7865,23.25075,27.09265,1,,
,Iniistius pavo,Iniistius pavo,Labridae,Actinopterygii,tropical,,,,,7242,1,1,41,3.13044776119403,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,1,100,,LC,No,27.3206,26.4667,30.8864,1,,
,Kuhlia mugil,Kuhlia mugil,Kuhliidae,Actinopterygii,tropical,,,,,5640,1,18,40,3.8,Planktivore,Planktivore,pelagic site attached,Day,coral,3,18,,LC,No,25.79035,24.58555,29.3821,1,,
,Labrisomus kalisherae,Labrisomus kalisherae,Labrisomidae,Actinopterygii,tropical,,,,,3200,1,1,7.5,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,26.7564,25.465925,30.55085,2,,
,Lactoria diaphana,Lactoria diaphana,Ostraciidae,Actinopterygii,tropical,,,,,5662,1,1,34,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,8,50,,NA,No,23.2442,23.7321,31.1532,1,,
,Lactoria fornasini,Lactoria fornasini,Ostraciidae,Actinopterygii,tropical,,,,,1718,1,1,23,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,5,80,,NA,No,24.5079,23.3887,30.8536,3,,
,Lambis chiragra,Lambis chiragra,Strombidae,Gastropoda,tropical,,,,,3782,1,1,,,Scraping herbivore,Herbivore,benthic,,sand,,,,NA,No,27.2925,26.9022,30.7595,1,,
,Latirus belcheri,Latirus belcheri,Fasciolariidae,Gastropoda,tropical,,,,,4894,1,1,4.1,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,28.4035,28.120175,31.08015,1,,
,Latirus polygonus,Latirus polygonus,Fasciolariidae,Gastropoda,tropical,,,,,1674,1,1,7,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,24.644,24.9015,27.417,1,,
,Leptograpsus variegatus,Leptograpsus variegatus,Grapsidae,Malacostraca,temperate,,,,,533,1,1,8,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,19.321,19.521575,24.6878,1,,
,Leptomithrax gaimardii,Leptomithrax gaimardii,Majidae,Malacostraca,temperate,,,,,452,1,1,12.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,820,,NA,No,15.8169,16.3451,21.465,1,,
,Lethrinus amboinensis,Lethrinus amboinensis,Lethrinidae,Actinopterygii,tropical,,,,,5290,1,2,70,4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,NA,No,27.1569,27.29335,31.0237,1,,
,Lethrinus genivittatus,Lethrinus genivittatus,Lethrinidae,Actinopterygii,tropical,,,,,1573,1,5,25,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,5,25,,LC,No,25.227,24.0803,30.306,3,,
,Lethrinus harak,Lethrinus harak,Lethrinidae,Actinopterygii,tropical,,,,,1516,1,2,50,3.6,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,20,,NA,No,28.487625,27.115875,31.467,1,,
,Lethrinus rubrioperculatus,Lethrinus rubrioperculatus,Lethrinidae,Actinopterygii,tropical,,,,,1921,1,1,61.1764705882353,3.66111111111111,Benthic invertivore,Benthic invertivore,Demersal,Day,Coral,,,,,,27.552,27.2365,31.546,1,,
,Lethrinus xanthochilus,Lethrinus xanthochilus,Lethrinidae,Actinopterygii,tropical,,,,,3952,1,1,70,3.7,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,150,,NA,No,27.983025,27.593325,31.3083,2,,
,Lyncina vitellus,Lyncina vitellus,Cypraeidae,Gastropoda,temperate,,,,,4181,1,1,7,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.5155,20.371325,24.4851,1,,
,Malacanthus latovittatus,Malacanthus latovittatus,Malacanthidae,Actinopterygii,tropical,,,,,2161,1,2,45,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,sand,,,,NA,No,27.658275,27.148275,31.39585,1,,
,Manta birostris,Manta birostris,Mobulidae,Elasmobranchii,tropical,,,,,5409,1,2,400,3.5,Planktivore,Planktivore,pelagic non-site attached,Day,water column,0,120,,VU,No,27.14485,26.3471,31.586,3,1.5634186,2
,Meiacanthus ditrema,Meiacanthus ditrema,Blenniidae,Actinopterygii,tropical,,,,,580,1,19,6,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,coral,0,18,,NA,No,26.138,26.3998,29.68345,1,0.9004229,2
,Meridiastra oriens,Meridiastra oriens,Asterinidae,Asteroidea,temperate,,,,,1364,1,2,7.8,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,18.153,17.64395,23.4606,1,,
,Mexichromis festiva,Mexichromis festiva,Chromodorididae,Gastropoda,temperate,,,,,3724,1,2,3,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,21.1694,22.8699,30.4688,1,,
,Mexichromis macropus,Mexichromis macropus,Chromodorididae,Gastropoda,tropical,,,,,1717,1,1,4,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,22.67225,22.175,32.167,1,,
,Microcyphus annulatus,Microcyphus annulatus,Temnopleuridae,Echinoidea,temperate,,,,,1372,1,2,2,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,18.1395,17.71345,22.59645,1,,
,Micromelo undatus,Micromelo undatus,Aplustridae,Gastropoda,tropical,,,,,10378,1,1,3,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,NA,No,21.631,22.018025,24.88215,1,,
,Morula marginalba,Morula marginalba,Muricidae,Gastropoda,temperate,,,,,614,1,14,2.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,21.7763,21.9367,28.123,1,,
,Morula uva,Morula uva,Muricidae,Gastropoda,tropical,,,,,5815,1,5,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,26.6255,26.3972,29.735,1,,
,Mugil cephalus,Mugil cephalus,Mugilidae,Actinopterygii,temperate,,,,,8025,1,62,100,2.1,Omnivore,Herbivore,pelagic site attached,Day,sand,0,20,,LC,No,21.699,22.288,32.276,3,,
,Myrichthys maculosus,Myrichthys maculosus,Ophichthidae,Actinopterygii,tropical,,,,,7352,1,1,100,3.6,Benthic invertivore,Benthic invertivore,benthic,Night,sand,0,262,,NA,No,26.5335,25.84625,30.2635,2,,
,Nardoa galatheae,Nardoa galatheae,Ophidiasteridae,Asteroidea,tropical,,,,,1625,1,1,9,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.073,23.2385,26.18,1,,
,Nembrotha cristata,Nembrotha cristata,Polyceridae,Gastropoda,tropical,,,,,1454,1,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,27.639,27.3195,30.836,1,,
,Neoferdina cumingi,Neoferdina cumingi,Goniasteridae,Asteroidea,tropical,,,,,3074,1,1,6,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.484975,27.140525,31.31145,1,,
,Neosynchiropus morrisoni,Neosynchiropus morrisoni,Callionymidae,Actinopterygii,tropical,,,,,3757,1,2,10,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,27.186,27.149,29.021,1,,
,Neosynchiropus ocellatus,Neosynchiropus ocellatus,Callionymidae,Actinopterygii,temperate,,,,,3792,1,1,12,,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,23.5549,22.22645,29.1819,2,,
,Octopus cyanea,Octopus cyanea,Octopodidae,Cephalopoda,tropical,,,,,4133,1,1,90,,Benthic invertivore,Benthic invertivore,benthic,Night,coral,,,,NA,No,27.069,25.9828,30.2754,1,,
,Odontodactylus scyllarus,Odontodactylus scyllarus,Odontodactylidae,Malacostraca,tropical,,,,,4167,1,1,18,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.21125,27.368575,32.821,1,,
,Ostorhinchus taeniophorus,Ostorhinchus taeniophorus,Apogonidae,Actinopterygii,tropical,,,,,2119,1,1,11,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,,,,,,25.308,,,,,
,Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,Labridae,Actinopterygii,tropical,,,,,1741,1,2,15,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,2,110,,LC,No,23.986725,23.03695,29.9039,3,,
,Panulirus ornatus,Panulirus ornatus,Palinuridae,Malacostraca,tropical,,,,,1732,1,1,60,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Paracirrhites bicolor,Paracirrhites bicolor,Cirrhitidae,Actinopterygii,tropical,,,,,4169,1,1,17.82,3.7,Benthic invertivore,Benthic invertivore,benthic,Day,coral,4,4,,NA,No,28.112,27.601,31.45315,1,,
,Paragobiodon echinocephalus,Paragobiodon echinocephalus,Gobiidae,Actinopterygii,tropical,,,,,4961,1,3,4,3.1,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,26.1745,25.16,30.437,3,0.2568557,2
,Parapercis schauinslandii,Parapercis schauinslandii,Pinguipedidae,Actinopterygii,tropical,,,,,2369,1,7,18,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,9,50,,NA,No,28.729875,28.063625,30.48975,1,,
,Parupeneus heptacanthus,Parupeneus heptacanthus,Mullidae,Actinopterygii,tropical,,,,,1701,1,1,36,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,Sand,,,,,,27.3882,26.93085,31.546,3,,
,Percnon planissimum,Percnon planissimum,Plagusiidae,Malacostraca,tropical,,,,,5309,1,1,2,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,24.76575,24.4725,31.187,1,,
,Pervagor aspricaudus,Pervagor aspricaudus,Monacanthidae,Actinopterygii,tropical,,,,,3142,1,2,13,2.9,Omnivore,Herbivore,Demersal,Day,coral,1,25,,NA,No,26.73495,26.34735,29.5077,2,,
,Petroscirtes mitratus,Petroscirtes mitratus,Blenniidae,Actinopterygii,tropical,,,,,1897,1,4,8.5,2,Omnivore,Herbivore,benthic,Day,coral,,,,NA,No,24.2467,23.622575,30.31685,1,,
,Philinopsis speciosa,Philinopsis speciosa,Aglajidae,Gastropoda,tropical,,,,,452,1,1,8,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Phyllidiella rosans,Phyllidiella rosans,Phyllidiidae,Gastropoda,tropical,,,,,8838,1,2,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.6075,26.9436,30.5844,1,,
,Plakobranchus ocellatus,Plakobranchus ocellatus,Plakobranchidae,Gastropoda,tropical,,,,,1875,1,1,6,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.793,27.0125,29.938,1,,
,Plectroglyphidodon leucozonus,Plectroglyphidodon leucozonus,Pomacentridae,Actinopterygii,tropical,,,,,2757,1,2,12,2,Browsing herbivore,Herbivore,Demersal,Day,coral,0,6,,NA,No,25.381,25.1523,30.5152,3,,
,Plectropomus pessuliferus,Plectropomus pessuliferus,Serranidae,Actinopterygii,tropical,,,,,8649,1,3,120,4.3,Higher carnivore,Higher carnivore,Demersal,Day,coral,25,147,,NT,No,26.9298,26.273,31.1668,1,,
,Pleurobranchus hilli,Pleurobranchus hilli,Pleurobranchidae,Gastropoda,temperate,,,,,323,1,1,30,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,19.354,19.508,22.598,1,,
,Pleuroploca filamentosa,Pleuroploca filamentosa,Fasciolariidae,Gastropoda,tropical,,,,,3358,1,1,7,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.8826,24.845,30.3442,1,,
,Pleurosicya elongata,Pleurosicya elongata,Gobiidae,Actinopterygii,tropical,,,,,1368,1,7,4,3.2,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,28.77365,27.7733,31.176,1,,
,Pogonoperca punctata,Pogonoperca punctata,Serranidae,Actinopterygii,tropical,,,,,4711,1,1,35,3.8843537414966,Benthic invertivore,Benthic invertivore,Demersal,Day,Coral,,,,,,,,,,,
,Priacanthus blochii,Priacanthus blochii,Priacanthidae,Actinopterygii,tropical,,,,,2494,1,7,35,4,Higher carnivore,Higher carnivore,Demersal,Night,coral,15,30,,NA,No,27.477875,27.802,32.48125,1,,
,Pseudanthias hypselosoma,Pseudanthias hypselosoma,Serranidae,Actinopterygii,tropical,,,,,2196,1,11,19,3.5,Planktivore,Planktivore,pelagic site attached,Day,coral,6,50,,NA,No,23.4687,22.7216,29.1988,1,,
,Pseudobalistes fuscus,Pseudobalistes fuscus,Balistidae,Actinopterygii,tropical,,,,,4063,1,1,55,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,30,50,,NA,No,24.1757,23.904,31.546,3,0.6698611,2
,Pseudobiceros bedfordi,Pseudobiceros bedfordi,Pseudocerotidae,Rhabditophora,tropical,,,,,3118,1,1,10,,Benthic invertivore,Benthic invertivore,benthic,Night,coral,,,,NA,No,28.45505,27.56845,30.0082,1,,
